Phase,Epoch,Loss,Accuracy
Train,1,1.5476,42.29
Train,2,1.1548,58.63
Train,3,1.0519,62.82
Train,4,0.9835,65.02
Train,5,0.9501,66.32
Train,6,0.9163,67.96
Train,7,0.8971,68.60
Train,8,0.8703,69.70
Train,9,0.8599,69.93
Train,10,0.8496,70.24
Train,11,0.8375,70.64
Train,12,0.8252,71.22
Train,13,0.8177,71.46
Train,14,0.8118,71.65
Train,15,0.8091,71.47
Train,16,0.8015,72.11
Train,17,0.8022,71.77
Train,18,0.7960,72.19
Train,19,0.7984,72.03
Train,20,0.7969,72.14
Train,21,0.7915,72.20
Train,22,0.7876,72.53
Train,23,0.7803,72.69
Train,24,0.7765,72.91
Train,25,0.7776,72.79
Train,26,0.7761,72.72
Train,27,0.7713,73.22
Train,28,0.7654,73.30
Train,29,0.7676,73.30
Train,30,0.7598,73.46
Train,31,0.7619,73.51
Train,32,0.7592,73.46
Train,33,0.7634,73.37
Train,34,0.7586,73.63
Train,35,0.7566,73.79
Train,36,0.7505,73.84
Train,37,0.7563,73.66
Train,38,0.7497,73.86
Train,39,0.7493,73.89
Train,40,0.7511,73.74
Train,41,0.7469,73.78
Train,42,0.7453,74.22
Train,43,0.7485,73.97
Train,44,0.7432,73.97
Train,45,0.7475,74.06
Train,46,0.7381,74.26
Train,47,0.7382,74.42
Train,48,0.7385,74.27
Train,49,0.7341,74.39
Train,50,0.7302,74.41
Train,51,0.7334,74.37
Train,52,0.7314,74.66
Train,53,0.7298,74.77
Train,54,0.7269,74.78
Train,55,0.7336,74.55
Train,56,0.7255,74.85
Train,57,0.7245,74.76
Train,58,0.7220,74.73
Train,59,0.7188,75.11
Train,60,0.7152,75.30
Train,61,0.7203,74.76
Train,62,0.7151,75.16
Train,63,0.7121,75.23
Train,64,0.7084,75.49
Train,65,0.7098,75.42
Train,66,0.7060,75.56
Train,67,0.7067,75.48
Train,68,0.7017,75.63
Train,69,0.7055,75.42
Train,70,0.6966,76.04
Train,71,0.6934,75.81
Train,72,0.6934,75.94
Train,73,0.6899,76.05
Train,74,0.6878,76.00
Train,75,0.6858,76.06
Train,76,0.6844,76.21
Train,77,0.6788,76.42
Train,78,0.6851,76.23
Train,79,0.6791,76.35
Train,80,0.6729,76.47
Train,81,0.6748,76.60
Train,82,0.6723,76.53
Train,83,0.6659,76.83
Train,84,0.6667,76.57
Train,85,0.6592,77.04
Train,86,0.6574,76.87
Train,87,0.6558,77.27
Train,88,0.6621,77.09
Train,89,0.6526,77.29
Train,90,0.6517,77.40
Train,91,0.6514,77.27
Train,92,0.6486,77.36
Train,93,0.6412,77.62
Train,94,0.6406,77.61
Train,95,0.6313,78.10
Train,96,0.6355,77.92
Train,97,0.6296,78.30
Train,98,0.6264,78.08
Train,99,0.6261,78.11
Train,100,0.6247,78.30
Train,101,0.6204,78.53
Train,102,0.6202,78.51
Train,103,0.6175,78.54
Train,104,0.6118,78.82
Train,105,0.6073,79.26
Train,106,0.6090,78.77
Train,107,0.6014,79.10
Train,108,0.5964,79.50
Train,109,0.5960,79.28
Train,110,0.5937,79.20
Train,111,0.5876,79.65
Train,112,0.5843,79.54
Train,113,0.5823,79.62
Train,114,0.5793,79.97
Train,115,0.5737,79.90
Train,116,0.5717,80.13
Train,117,0.5681,80.40
Train,118,0.5618,80.44
Train,119,0.5659,80.40
Train,120,0.5574,80.75
Train,121,0.5538,80.72
Train,122,0.5497,80.95
Train,123,0.5479,81.04
Train,124,0.5421,81.12
Train,125,0.5391,81.32
Train,126,0.5368,81.16
Train,127,0.5302,81.77
Train,128,0.5246,81.78
Train,129,0.5265,81.77
Train,130,0.5182,82.10
Train,131,0.5149,82.11
Train,132,0.5099,82.34
Train,133,0.5053,82.51
Train,134,0.5036,82.58
Train,135,0.4964,82.64
Train,136,0.4949,82.99
Train,137,0.4916,82.92
Train,138,0.4782,83.47
Train,139,0.4798,83.43
Train,140,0.4787,83.27
Train,141,0.4700,83.64
Train,142,0.4660,83.90
Train,143,0.4612,83.95
Train,144,0.4540,84.21
Train,145,0.4517,84.34
Train,146,0.4419,84.68
Train,147,0.4398,84.68
Train,148,0.4348,84.86
Train,149,0.4288,85.21
Train,150,0.4282,85.05
Train,151,0.4226,85.20
Train,152,0.4162,85.43
Train,153,0.4079,85.84
Train,154,0.4064,85.98
Train,155,0.4030,85.95
Train,156,0.3937,86.38
Train,157,0.3926,86.29
Train,158,0.3851,86.66
Train,159,0.3786,86.86
Train,160,0.3743,87.02
Train,161,0.3680,87.22
Train,162,0.3643,87.32
Train,163,0.3562,87.68
Train,164,0.3517,87.72
Train,165,0.3454,88.05
Train,166,0.3409,88.22
Train,167,0.3339,88.55
Train,168,0.3286,88.64
Train,169,0.3229,88.85
Train,170,0.3180,89.03
Train,171,0.3116,89.28
Train,172,0.3052,89.52
Train,173,0.3010,89.86
Train,174,0.2989,89.69
Train,175,0.2918,90.04
Train,176,0.2864,90.08
Train,177,0.2806,90.51
Train,178,0.2779,90.50
Train,179,0.2749,90.54
Train,180,0.2667,90.87
Train,181,0.2670,90.96
Train,182,0.2589,91.18
Train,183,0.2542,91.30
Train,184,0.2528,91.37
Train,185,0.2451,91.80
Train,186,0.2429,91.90
Train,187,0.2420,91.94
Train,188,0.2363,92.06
Train,189,0.2337,92.20
Train,190,0.2302,92.38
Train,191,0.2269,92.43
Train,192,0.2221,92.63
Train,193,0.2232,92.64
Train,194,0.2169,92.96
Train,195,0.2179,92.87
Train,196,0.2150,93.02
Train,197,0.2111,93.16
Train,198,0.2114,93.16
Train,199,0.2111,93.12
Train,200,0.2109,93.17
Train_Test,-1,112.35269916057587,78.95
ResumeTrain,201,0.1702,95.20
ResumeTrain,202,0.1693,95.26
ResumeTrain,203,0.1684,95.23
ResumeTrain,204,0.1674,95.23
ResumeTrain,205,0.1660,95.22
ResumeTrain,206,0.1644,95.24
ResumeTrain,207,0.1626,95.26
ResumeTrain,208,0.1608,95.25
ResumeTrain,209,0.1587,95.28
ResumeTrain,210,0.1561,95.29
ResumeTrain,211,0.1525,95.43
ResumeTrain,212,0.1473,95.60
ResumeTrain,213,0.1422,95.72
ResumeTrain,214,0.1345,96.09
ResumeTrain,215,0.1270,96.29
ResumeTrain,216,0.1205,96.48
ResumeTrain,217,0.1112,96.71
ResumeTrain,218,0.1042,96.93
ResumeTrain,219,0.0987,97.09
ResumeTrain,220,0.0955,97.02
ResumeTrain,221,0.0941,97.01
ResumeTrain,222,0.0931,96.95
ResumeTrain,223,0.0897,97.15
ResumeTrain,224,0.1017,96.51
ResumeTrain,225,0.0956,96.72
ResumeTrain,226,0.1057,96.28
ResumeTrain,227,0.1075,96.16
ResumeTrain,228,0.1043,96.40
ResumeTrain,229,0.1208,95.77
ResumeTrain,230,0.1190,95.75
ResumeTrain,231,0.1273,95.42
ResumeTrain,232,0.1339,95.17
ResumeTrain,233,0.1351,95.07
ResumeTrain_Test,-1,163.4164977669716,77.11
GurobiEdit,1,2.3021,15.01
GurobiEdit,2,2.1440,21.31
GurobiEdit,3,2.1113,25.51
GurobiEdit,4,2.1082,29.76
GurobiEdit,5,2.1040,36.21
GurobiEdit,6,2.1006,42.61
GurobiEdit,7,2.0931,46.61
GurobiEdit,8,2.0875,49.52
GurobiEdit,9,2.0760,50.94
GurobiEdit,10,2.0636,50.82
GurobiEdit,11,2.0436,50.84
GurobiEdit,12,2.0268,51.24
GurobiEdit,13,1.9877,49.47
GurobiEdit,14,1.9387,46.81
GurobiEdit,15,1.8719,44.87
GurobiEdit,16,1.8169,43.73
GurobiEdit,17,1.7724,42.37
GurobiEdit,18,1.7266,43.12
GurobiEdit,19,1.6896,43.46
GurobiEdit,20,1.6498,44.93
GurobiEdit,21,1.6260,45.38
GurobiEdit,22,1.5987,45.36
GurobiEdit,23,1.5862,45.47
GurobiEdit,24,1.5612,45.36
GurobiEdit,25,1.4982,48.28
GurobiEdit,26,1.4307,53.49
GurobiEdit,27,1.3620,55.59
GurobiEdit,28,1.2459,59.82
GurobiEdit,29,1.1130,63.32
GurobiEdit,30,0.9976,68.24
GurobiEdit,31,0.8281,74.08
GurobiEdit,32,0.7174,77.07
GurobiEdit,33,0.6452,79.24
GurobiEdit,34,0.5948,80.69
GurobiEdit,35,0.5519,82.12
GurobiEdit,36,0.5132,83.45
GurobiEdit,37,0.4787,84.38
GurobiEdit,38,0.4500,85.45
GurobiEdit,39,0.4313,85.96
GurobiEdit,40,0.4096,86.50
GurobiEdit,41,0.3877,87.33
GurobiEdit,42,0.3750,87.73
GurobiEdit,43,0.3678,88.01
GurobiEdit,44,0.3601,88.26
GurobiEdit,45,0.3473,88.61
GurobiEdit,46,0.4966,84.00
GurobiEdit,47,0.3620,88.19
GurobiEdit,48,0.3400,88.95
GurobiEdit,49,0.3476,88.60
GurobiEdit,50,0.3508,88.43
GurobiEdit,51,0.3783,87.25
GurobiEdit,52,0.3543,87.89
GurobiEdit,53,0.3354,88.43
GurobiEdit,54,0.3359,88.51
GurobiEdit,55,0.3335,88.65
GurobiEdit,56,0.3445,88.25
GurobiEdit,57,0.3482,88.17
GurobiEdit,58,0.3512,88.13
GurobiEdit,59,0.3580,87.93
GurobiEdit,60,0.3665,87.55
GurobiEdit,61,0.3747,87.28
GurobiEdit,62,0.3791,87.12
GurobiEdit,63,0.3840,86.82
GurobiEdit,64,0.3943,86.64
GurobiEdit,65,0.3963,86.55
GurobiEdit_Test,-1,100.93172153830528,78.35
